source_id,organisation,topic,title,source_url,accessed_at,HTTP_status,raw_file,cleaned_file,word_count,character_count,content_hash,extraction_method,collection_status,review_status,error_message
NHS_CYP_002,NHS,children_young_people,Children and young people's mental health services,https://www.nhs.uk/mental-health/children-and-young-adults/mental-health-support/mental-health-services/,2026-07-18T19:49:04Z,200.0,knowledge_base/raw/NHS_CYP_002.html,knowledge_base/cleaned/NHS_CYP_002.md,499,2987,cd63488b00767bbbffc19cd60842012ca188c702699169e1b25d0760c517fff4,beautifulsoup_main_content_selectors,success,pending,
NHS_CYP_003,NHS,children_young_people,Mental health charities for children and young people,https://www.nhs.uk/mental-health/children-and-young-adults/mental-health-support/mental-health-charities/,2026-07-18T19:49:07Z,200.0,knowledge_base/raw/NHS_CYP_003.html,knowledge_base/cleaned/NHS_CYP_003.md,613,3463,410000ae4b049a15128b679a3c48913ac61701d36bfac4d118cfad5a71eef342,beautifulsoup_main_content_selectors,success,pending,
NHS_CYP_005,NHS,children_young_people,Supporting a child or young person with mental health needs,https://www.nhs.uk/mental-health/children-and-young-adults/mental-health-support/supporting-a-child-or-young-person/,2026-07-18T19:49:12Z,200.0,knowledge_base/raw/NHS_CYP_005.html,knowledge_base/cleaned/NHS_CYP_005.md,795,4634,543776295d0c1e97eacd205681af7ff841fa6b2e0607b5cbf397a7077a5b06b9,beautifulsoup_main_content_selectors,success,pending,
NHS_MED_AD_001,NHS,medicines_antidepressants,Antidepressants,https://www.nhs.uk/medicines/antidepressants/,2026-07-18T19:49:15Z,200.0,knowledge_base/raw/NHS_MED_AD_001.html,knowledge_base/cleaned/NHS_MED_AD_001.md,1417,8815,28826d76232b0beda0f29c47797769c4c5feb37ee0ab9dbf7ee33a479555c0af,beautifulsoup_main_content_selectors,success,pending,
NHS_WALES_DEP_001,NHS 111 Wales,depression,NHS 111 Wales - Health A-Z : Depression,https://111.wales.nhs.uk/depression/,2026-07-18T19:53:32Z,200.0,knowledge_base/raw/NHS_WALES_DEP_001.html,knowledge_base/cleaned/NHS_WALES_DEP_001.md,5907,36272,6cdd128cd151be89b09dd351d41ea921854f264aae4ee824c6669415c843ce31,beautifulsoup_main_content_selectors,success,pending,
NHS_WALES_PSY_001,NHS 111 Wales,psychosis,NHS 111 Wales - Health A-Z : Psychosis,https://111.wales.nhs.uk/Encyclopaedia/p/article/psychosis,2026-07-18T19:53:35Z,200.0,knowledge_base/raw/NHS_WALES_PSY_001.html,knowledge_base/cleaned/NHS_WALES_PSY_001.md,4032,24889,36cebb3e846e7ed5c3f64dfef480d9cc4adbeccfab5bfac7e03db309d0571531,beautifulsoup_main_content_selectors,success,pending,
NHS_WALES_STRESS_001,NHS 111 Wales,stress,NHS 111 Wales - Health A-Z : Stress,https://111.wales.nhs.uk/Encyclopaedia/s/article/stress/,2026-07-18T19:53:38Z,200.0,knowledge_base/raw/NHS_WALES_STRESS_001.html,knowledge_base/cleaned/NHS_WALES_STRESS_001.md,835,4758,fe5d3e32aa2c4394b54dcfba26aa26a8febe98768ac9221167f5174ea38ba347,beautifulsoup_main_content_selectors,success,pending,
NHS_ENG_TALK_001,NHS England,talking_therapies,Cookies on the NHS England website,https://www.england.nhs.uk/mental-health/adults/nhs-talking-therapies/,2026-07-18T19:53:40Z,200.0,knowledge_base/raw/NHS_ENG_TALK_001.html,knowledge_base/cleaned/NHS_ENG_TALK_001.md,2120,14385,c4ee054e68a051e0bf48a49ce3b3da13c26507bca71c80f85efe132bd643254d,beautifulsoup_main_content_selectors,success,pending,
OXFORD_DEP_001,Oxford Health NHS Foundation Trust,depression,Adult Mental Health Team,https://www.oxfordhealth.nhs.uk/wp-content/uploads/2020/03/OH-197.20-Depression.pdf,2026-07-18T19:53:43Z,200.0,knowledge_base/raw/OXFORD_DEP_001.pdf,knowledge_base/cleaned/OXFORD_DEP_001.md,3904,25076,3b731624626a8db0aee13eb4b805f1f42908dcb622abf664b77eef8f89cfa18d,pypdf_page_text,success,pending,
LEICS_DEP_001,Leicestershire Partnership NHS Trust,depression,Autism and depression,https://www.leicspart.nhs.uk/autism-space/emotional-wellbeing/understanding-depression/,2026-07-18T20:08:18Z,200.0,knowledge_base/raw/LEICS_DEP_001.html,knowledge_base/cleaned/LEICS_DEP_001.md,1054,6449,f31f934af5396f3e344c03cf94213ca0abb32d23172a06044bfa09f4d87e6ade,beautifulsoup_main_content_selectors,success,pending,
STAYSAFE_001,Staying Safe,crisis_safety_planning,Home | Staying Safe,https://stayingsafe.net/,2026-07-23T20:46:20Z,200.0,knowledge_base/raw/STAYSAFE_001.html,,5,21,cc4bccb35d99465875fee82cdd9168360e8ea26dcd563b9a7fe1e818fc985f4d,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (5 words; minimum 80)
MIND_CRISIS_001,Mind,crisis_planning,How to plan for a mental health crisis,https://www.mind.org.uk/information-support/guides-to-support-and-services/crisis-services-and-planning/how-to-plan-for-a-mental-health-crisis/,2026-07-23T20:46:24Z,403.0,,,0,0,,,failed,pending,HTTP 403
NHS_CYP_004,NHS,children_young_people,How to get mental health support – children and young people,https://www.nhs.uk/mental-health/children-and-young-adults/mental-health-support/how-to-get-support/,2026-07-23T20:46:41Z,200.0,knowledge_base/raw/NHS_CYP_004.html,,51,299,aefb0ef2ea456b5011f80f2db5c240d1859fe7aea6174ef0b11b4378c2d0ab4a,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (51 words; minimum 80)
NHS_ANX_001,NHS,anxiety,"Anxiety, fear and panic",https://www.nhs.uk/mental-health/feelings-symptoms-behaviours/feelings-and-symptoms/anxiety-fear-panic/,2026-07-23T20:47:05Z,200.0,knowledge_base/raw/NHS_ANX_001.html,knowledge_base/cleaned/NHS_ANX_001.md,1261,7397,a50f0f2bece71c54fed940ebd35e48c1fecd1c17f836340d3c8d0a0bc9e7b660,beautifulsoup_main_content_selectors,success,pending,
NHS_GAD_001,NHS,anxiety,Generalised anxiety disorder (GAD),https://www.nhs.uk/mental-health/conditions/generalised-anxiety-disorder-gad/,2026-07-23T20:47:08Z,200.0,knowledge_base/raw/NHS_GAD_001.html,knowledge_base/cleaned/NHS_GAD_001.md,1392,8075,b96eff93ee0d1455903ca44492a48b44c7606af762cf99c07ce79b6d76dae5d3,beautifulsoup_main_content_selectors,success,pending,
NHS_SCOT_ANX_001,NHS Inform Scotland,anxiety,Anxiety self-help guide,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/mental-health-self-help-guides/anxiety-self-help-guide/,2026-07-23T20:47:11Z,200.0,knowledge_base/raw/NHS_SCOT_ANX_001.html,knowledge_base/cleaned/NHS_SCOT_ANX_001.md,4158,23685,4215ce81ded28e112a016db2eac032f9d76012f4ff2b8249222f0c722fb43300,beautifulsoup_main_content_selectors,success,pending,
NHS_EMM_ANX_001,NHS Every Mind Matters,anxiety,Managing anxiety,https://www.nhs.uk/every-mind-matters/mental-health-issues/anxiety/,2026-07-23T20:47:15Z,200.0,knowledge_base/raw/NHS_EMM_ANX_001.html,knowledge_base/cleaned/NHS_EMM_ANX_001.md,1006,6003,7a95e8f3b97c795a296edd84a21943fef8e1bd4781885940b9f0b6f054bfdac6,beautifulsoup_main_content_selectors,success,pending,
MIND_ANX_001,Mind,anxiety,Treatment for anxiety,https://www.mind.org.uk/information-support/types-of-mental-health-problems/anxiety-problems/treatment-for-anxiety/,2026-07-23T20:47:18Z,403.0,,,0,0,,,failed,pending,HTTP 403
ELFT_ANX_001,East London NHS Foundation Trust,anxiety,Anxiety & Stress,https://www.elft.nhs.uk/camhs/what-we-help/anxiety-stress,2026-07-23T20:47:27Z,200.0,knowledge_base/raw/ELFT_ANX_001.html,knowledge_base/cleaned/ELFT_ANX_001.md,1072,5979,2cd59dd832f52d253d358941c55f5dbf93c192f89e06bcf222166286398ed8b3,beautifulsoup_main_content_selectors,success,pending,
CPFT_ANX_001,Cambridgeshire and Peterborough NHS Foundation Trust,anxiety,Insight into anxiety,https://www.cpft.nhs.uk/insight-into-anxiety/,2026-07-23T20:47:29Z,200.0,knowledge_base/raw/CPFT_ANX_001.html,knowledge_base/cleaned/CPFT_ANX_001.md,910,5598,4e271d3bb970473024e33e9eb7efeb34c008213289596a1724960703d90c4bda,beautifulsoup_main_content_selectors,success,pending,
HACW_ANX_001,Herefordshire and Worcestershire Health and Care NHS Trust,anxiety,Anxiety,https://camhs.hacw.nhs.uk/anxiety/,2026-07-23T20:47:33Z,200.0,knowledge_base/raw/HACW_ANX_001.html,,2,9,2a3e5f79c0e7cf5d9ca69f2506d909e756bb8f21b603201d18971fee0023a655,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (2 words; minimum 80)
GMMH_ANX_001,Greater Manchester Mental Health NHS Foundation Trust,anxiety,Anxiety,https://www.gmmh.nhs.uk/self-help-anxiety/,2026-07-23T20:47:36Z,200.0,knowledge_base/raw/GMMH_ANX_001.html,knowledge_base/cleaned/GMMH_ANX_001.md,309,1903,98f2b9f396fc13d07e1042bf17d269bc73b470259a40dafb89adb6a74c90f36c,beautifulsoup_main_content_selectors,success,pending,
CNTW_ANX_001,Cumbria Northumberland Tyne and Wear NHS Foundation Trust,anxiety,Anxiety,https://selfhelp.cntw.nhs.uk/self-help-guides/anxiety/print/798,2026-07-23T20:47:39Z,200.0,knowledge_base/raw/CNTW_ANX_001.html,knowledge_base/cleaned/CNTW_ANX_001.md,6946,40198,c304fda30cc71918d7863a948287aa38e5281d88d97d98512d420cb735128ead,beautifulsoup_main_content_selectors,success,pending,
BHFT_TALK_001,Berkshire Healthcare NHS Foundation Trust,talking_therapies,NHS Berkshire Talking Therapies,https://www.berkshirehealthcare.nhs.uk/talking-therapies,2026-07-23T20:47:44Z,200.0,knowledge_base/raw/BHFT_TALK_001.html,knowledge_base/cleaned/BHFT_TALK_001.md,2035,12191,67caeeac308a231cad03837d1840f7aac25a1caae561693411c0ea4654f94423,beautifulsoup_main_content_selectors,success,pending,
NHS_PANIC_001,NHS,panic_disorder,Panic disorder,https://www.nhs.uk/mental-health/conditions/panic-disorder/,2026-07-23T20:48:50Z,200.0,knowledge_base/raw/NHS_PANIC_001.html,knowledge_base/cleaned/NHS_PANIC_001.md,1292,7517,a7eecdb333c1e51d1261e76c52c9447ee6bec67088ed5bd360f0db1d1f3e1c9a,beautifulsoup_main_content_selectors,success,pending,
NHS_ANX_COND_001,NHS,anxiety,Anxiety and panic attacks,https://www.nhs.uk/mental-health/conditions/anxiety/,2026-07-23T20:48:51Z,200.0,knowledge_base/raw/NHS_ANX_COND_001.html,knowledge_base/cleaned/NHS_ANX_COND_001.md,169,996,c8e57497f8724f81d3e00302cb9bcfbf8121c37f24c2747b03abeeaba16c3a95,beautifulsoup_main_content_selectors,success,pending,
NHS_SCOT_PANIC_001,NHS Inform Scotland,panic_anxiety,How to deal with panic and anxiety,https://www.nhsinform.scot/healthy-living/mental-wellbeing/anxiety-and-panic/how-to-deal-with-panic-and-anxiety/,2026-07-23T20:48:51Z,200.0,knowledge_base/raw/NHS_SCOT_PANIC_001.html,knowledge_base/cleaned/NHS_SCOT_PANIC_001.md,829,4773,15c86fe6074cbeadefb82b6a86dc5923e8d3991138fbff3a27472e8c1472b4de,beautifulsoup_main_content_selectors,success,pending,
SHEFF_PANIC_001,Sheffield Health and Social Care NHS Foundation Trust,panic_attacks,Sheffield Partnership University NHS Foundation Trust,https://www.sheffieldpartnership.nhs.uk/selfhelp/panicattacks,2026-07-23T20:48:52Z,200.0,knowledge_base/raw/SHEFF_PANIC_001.html,,7,55,0cd27f281da7fa68e90d9e038c0bc8975cf4379e2d99b5685f337c238e2031b4,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (7 words; minimum 80)
HOMERTON_PANIC_001,Homerton Healthcare NHS Foundation Trust,panic_anxiety,Panic attack vs anxiety attack: what’s the difference?,https://cityandhackneytalkingtherapies.homerton.nhs.uk/panic-attack-vs-anxiety-attack-whats-the-difference/,2026-07-23T20:48:52Z,200.0,knowledge_base/raw/HOMERTON_PANIC_001.html,knowledge_base/cleaned/HOMERTON_PANIC_001.md,1444,8932,d9ad293ec7d8a5d39af9ac5d0220d8954669b1ec2c687423526e665a1cdc52df,beautifulsoup_main_content_selectors,success,pending,
WY_PANIC_001,West Yorkshire Healthier Together,panic_attacks,Panic Attacks,https://wyhealthiertogether.nhs.uk/health-young-people/mental-health/panic-attacks,2026-07-23T20:48:53Z,200.0,knowledge_base/raw/WY_PANIC_001.html,knowledge_base/cleaned/WY_PANIC_001.md,822,4728,fb6e38812bb9074d7a40e20c84e6b687d636d8ca06d15ef9d6538719970fe37a,beautifulsoup_main_content_selectors,success,pending,
SOM_PANIC_001,Somerset NHS Foundation Trust,panic_disorder,Panic Disorder,https://www.somersetft.nhs.uk/somerset-talking-therapies/?problem=panic-disorder,2026-07-23T20:48:55Z,200.0,knowledge_base/raw/SOM_PANIC_001.html,knowledge_base/cleaned/SOM_PANIC_001.md,362,2147,bd3acd1509b924f335fedc90d56be3fed21b41fe4b6f2c5ee174699e0aabb051,beautifulsoup_main_content_selectors,success,pending,
BDCT_PANIC_001,Bradford District Care NHS Foundation Trust,panic_attacks,Booklet five: panic attacks,https://www.bdct.nhs.uk/our-services/booklet-five-panic-attacks/,2026-07-23T20:48:56Z,200.0,knowledge_base/raw/BDCT_PANIC_001.html,knowledge_base/cleaned/BDCT_PANIC_001.md,1954,11343,480a88c582e4a8c508e10b42cfa2cd3d7d90110fc99fcffdde6228fb82be06d4,beautifulsoup_main_content_selectors,success,pending,
SM_BURNOUT_001,Student Minds,student_burnout,Burnouts? Iâ€™ve got you.,https://www.studentminds.org.uk/student-stories/burnouts-ive-got-you/,2026-07-23T20:54:48Z,200.0,knowledge_base/raw/SM_BURNOUT_001.html,knowledge_base/cleaned/SM_BURNOUT_001.md,841,4851,4ac7239fe8e275c17674fcd00ff9a45d2a2cb789ee2fdff83f9fc7341c373d76,beautifulsoup_main_content_selectors,success,pending,
SM_ADVICE_HUB_001,Student Minds,student_support,Advice and information,https://www.studentminds.org.uk/get-support/advice-and-information/filter/type/advice-and-info/,2026-07-23T20:54:49Z,200.0,knowledge_base/raw/SM_ADVICE_HUB_001.html,knowledge_base/cleaned/SM_ADVICE_HUB_001.md,153,904,33b2bdd5fc884066d9c34120320f5b16c1ada3129ba1ca4a49ce7fda70896569,beautifulsoup_main_content_selectors,success,pending,
SM_NEURO_001,Student Minds,student_wellbeing,Supporting my wellbeing as a neurodivergent mature student,https://www.studentminds.org.uk/student-stories/supporting-my-wellbeing-as-a-neurodivergent-mature-student/,2026-07-23T20:54:51Z,200.0,knowledge_base/raw/SM_NEURO_001.html,knowledge_base/cleaned/SM_NEURO_001.md,2198,11899,4324b2f5de4272b5a8c118a4f3b3d35c35505ae7a45820953210eeb7dd72688c,beautifulsoup_main_content_selectors,success,pending,
SM_RESEARCH_001,Student Minds,student_mental_health,New research: more support needed for student Mental health,https://www.studentminds.org.uk/news-and-updates/new-research-more-support-needed-for-student-mental-health/,2026-07-23T20:54:52Z,200.0,knowledge_base/raw/SM_RESEARCH_001.html,knowledge_base/cleaned/SM_RESEARCH_001.md,793,5142,363b269517d693d1db1213d5a5fe84d9fabad2dbef94c759c91caee2bd558417,beautifulsoup_main_content_selectors,success,pending,
SM_NEURO_DONE_001,Student Minds,neurodivergence_study,How to actually get stuff done as a neurodivergent student,https://www.studentminds.org.uk/advice-and-info/how-to-actually-get-stuff-done-as-a-neurodivergent-student/,2026-07-23T20:54:52Z,200.0,knowledge_base/raw/SM_NEURO_DONE_001.html,knowledge_base/cleaned/SM_NEURO_DONE_001.md,648,4008,e7993f6d5b20aa3b3c192f5ccf8020f362019e5df598cb93993333006423857c,beautifulsoup_main_content_selectors,success,pending,
SM_ADVOCATE_001,Student Minds,student_mental_health,Learning about and advocating for your mental health,https://www.studentminds.org.uk/student-stories/learning-about-and-advocating-for-your-mental-health/,2026-07-23T20:54:53Z,200.0,knowledge_base/raw/SM_ADVOCATE_001.html,knowledge_base/cleaned/SM_ADVOCATE_001.md,1127,6957,56bc02a732db3ffaf82d869a84b6bd8c56d89fc9720e7fb1f298471080f1a8af,beautifulsoup_main_content_selectors,success,pending,
SM_HOME_001,Student Minds,student_mental_health,Student Minds is the UKâ€™s student mental health charity,https://www.studentminds.org.uk/,2026-07-23T20:54:53Z,200.0,knowledge_base/raw/SM_HOME_001.html,knowledge_base/cleaned/SM_HOME_001.md,556,3421,1c669b961fe6f1b31d1b2672fb34594e8ebd4582d5716354417b8e2c6e36fa13,beautifulsoup_main_content_selectors,success,pending,
SM_PODCAST_001,Student Minds,neurodivergence_balance,Life as a neurodivergent student podcast ep 5: finding balance as a neurodivergent student,https://www.studentminds.org.uk/advice-and-info/life-as-a-neurodivergent-student-podcast-ep-5-finding-balance-as-a-neurodivergent-student/,2026-07-23T20:54:54Z,200.0,knowledge_base/raw/SM_PODCAST_001.html,knowledge_base/cleaned/SM_PODCAST_001.md,440,2886,12e795e7ccad3a7a537dca9b080c04d75deb51e99bfc3a3ffc63c975da2c2300,beautifulsoup_main_content_selectors,success,pending,
SM_NEURO_HUB_001,Student Minds,neurodivergence_student,Life as a neurodivergent student,https://www.studentminds.org.uk/advice-and-information/life-as-a-neurodivergent-student/filter/type/advice-and-info/,2026-07-23T20:54:55Z,200.0,knowledge_base/raw/SM_NEURO_HUB_001.html,,67,406,71ef19bc3b5616ae12a16a830a6533ad7d30837deb32962b6715dba5b5c1630e,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (67 words; minimum 80)
YM_BURNOUT_001,YoungMinds,burnout,How I overcame burnout,https://www.youngminds.org.uk/young-person/blog/how-i-overcame-burnout/,2026-07-23T20:54:56Z,200.0,knowledge_base/raw/YM_BURNOUT_001.html,knowledge_base/cleaned/YM_BURNOUT_001.md,1030,5711,fd7347127533a3c2d26466bb385ddd8b56da59579d2c1d2e78a07d7c5bf61aef,beautifulsoup_main_content_selectors,success,pending,
SM_LONE_001,Student Minds,loneliness,Overcoming loneliness at university,https://www.studentminds.org.uk/advice-and-info/overcoming-loneliness-at-university/,2026-07-23T20:58:11Z,200.0,knowledge_base/raw/SM_LONE_001.html,knowledge_base/cleaned/SM_LONE_001.md,388,2209,f72d2c54dac0f639e3c536fcc455e1cb7ca84754cd6b866989d0a0b80d28c1ea,beautifulsoup_main_content_selectors,success,pending,
SM_LONE_002,Student Minds,loneliness,Experiencing loneliness at university,https://www.studentminds.org.uk/student-stories/experiencing-loneliness-at-university/,2026-07-23T20:58:12Z,200.0,knowledge_base/raw/SM_LONE_002.html,,62,380,2379b6958c81c97f6e6ba2d156c142eb8213cfe41824632bb86a0f929d6472ce,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (62 words; minimum 80)
SM_LONE_003,Student Minds,loneliness,"Loneliness at university: a common, shared experience",https://www.studentminds.org.uk/student-stories/loneliness-at-university-a-common-shared-experience/,2026-07-23T20:58:13Z,200.0,knowledge_base/raw/SM_LONE_003.html,,65,396,9d17513e302d3ae5b35cc469bda9a96cd4702d3086a6272e9fac3e56cec4e9d0,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (65 words; minimum 80)
SM_HUB_BELONG_001,Student Minds,social_belonging,Theme 12: Social integration and belonging,https://hub.studentminds.org.uk/topics/theme-12-social-integration-and-belonging/,2026-07-23T20:58:14Z,200.0,knowledge_base/raw/SM_HUB_BELONG_001.html,knowledge_base/cleaned/SM_HUB_BELONG_001.md,1343,8886,db4320e720f44472d18471bf781b52b31e473f86cfaeaa3e3cd33552c25a2678,beautifulsoup_main_content_selectors,success,pending,
YM_LONE_001,YoungMinds,loneliness,Overcoming loneliness at university: my mental health journey,https://www.youngminds.org.uk/young-person/blog/overcoming-loneliness-at-university-my-mental-health-journey/,2026-07-23T20:58:14Z,200.0,knowledge_base/raw/YM_LONE_001.html,knowledge_base/cleaned/YM_LONE_001.md,943,5707,4e103cc3b54fe2154ce6cc275d88ab25116503d35c677db77a213d62f79fe64c,beautifulsoup_main_content_selectors,success,pending,
MANSION_LONE_001,Mansion Student,loneliness,Loneliness,https://www.mansionstudent.co.uk/student-wellbeing/loneliness-4/,2026-07-23T20:58:14Z,200.0,knowledge_base/raw/MANSION_LONE_001.html,knowledge_base/cleaned/MANSION_LONE_001.md,275,1711,a72dd4a4ac57e3c56270580a2310a9eeaf752a597b24f21326a5dfd9e174365d,beautifulsoup_main_content_selectors,success,pending,
JAMI_LONE_001,Jami,loneliness,How to combat student loneliness,https://jamiuk.org/student-loneliness/,2026-07-23T20:58:15Z,200.0,knowledge_base/raw/JAMI_LONE_001.html,,6,34,dbb1a914fc184c1e7dffa6da87c1ca895e577c113a8a21f4fe5fee1959e342e2,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (6 words; minimum 80)
SM_FRIEND_HUB_001,Student Minds,friendship_social_life,Friendship and social life,https://www.studentminds.org.uk/advice-and-information/friendship-and-social-life/filter/type/advice-and-info/,2026-07-23T20:58:16Z,200.0,knowledge_base/raw/SM_FRIEND_HUB_001.html,,66,400,bb3f9cb0605112750e00f1b9f76968af3fe6201fcfa28b6d90ddb1ae43b1d857,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (66 words; minimum 80)
BIRKBECK_LONE_001,Birkbeck Students Union,loneliness,Student Loneliness on Campus,https://www.birkbeckunion.org/wellbeing/loneliness/,2026-07-23T20:58:18Z,200.0,knowledge_base/raw/BIRKBECK_LONE_001.html,,5,30,dc394da677caef69e1235d95c867fd15a4cebce87e96009b56ae3680159f510a,beautifulsoup_main_content_selectors,failed,pending,Extracted text too short (5 words; minimum 80)
